Source_Station_Name,Average_Trains_Per_Day
SAHIBABAD,0.14285714285714285
SAHIBGANJ,0.14285714285714285
SAWAI MADHOPUR JN,0.14285714285714285
BADAMPAHAR,0.14285714285714285
BADARPUR JN.,0.14285714285714285
BADSHAHNAGAR,0.14285714285714285
BAGALKOT,0.14285714285714285
BAGAVATHIPURAM,0.14285714285714285
BALANGIR,0.14285714285714285
BALICHAK,0.14285714285714285
BALLABGARH,0.14285714285714285
SHIMLA,0.14285714285714285
SHRIPAT SHRIKHANDA,0.14285714285714285
MARKAPUR ROAD,0.14285714285714285
MARWAR JN.,0.14285714285714285
MEERUT CANT,0.14285714285714285
MENDIPATHAR,0.14285714285714285
CHITRAKUTDHAM KARWI,0.14285714285714285
CHITTOOR,0.14285714285714285
CHUNAR JN.,0.14285714285714285
HAZARIBAGH ROAD,0.14285714285714285
SIMALUGURI JN.,0.14285714285714285
GARWA ROAD JN.,0.14285714285714285
GHATSILA,0.14285714285714285
DALIGANJ JN,0.14285714285714285
DAMOH,0.14285714285714285
DANGARI,0.14285714285714285
KANALUS,0.14285714285714285
MAKSI JN,0.14285714285714285
BHILAD,0.14285714285714285
BHILDI JN,0.14285714285714285
BHILWARA,0.14285714285714285
BHIMAVARAM TOWN,0.14285714285714285
BHONGIR,0.14285714285714285
MALIYA MIYANA JN.,0.14285714285714285
MANAMADURAI,0.14285714285714285
MANANWALA,0.14285714285714285
MANDSOR,0.14285714285714285
MANENDRAGARH,0.14285714285714285
MANIKPUR JN.,0.14285714285714285
BULANDSHAHR,0.14285714285714285
BUNIYADPUR,0.14285714285714285
BYNDOOR,0.14285714285714285
CHAIBASA,0.14285714285714285
CHAKULIA,0.14285714285714285
CHAMPAHATI,0.14285714285714285
SINGHABAD,0.14285714285714285
KUMBAKONAM,0.14285714285714285
KUSUNDA,0.14285714285714285
KWAKDWIP,0.14285714285714285
LALGUDI,0.14285714285714285
LANJI GARH ROAD,0.14285714285714285
MAIRABARI,0.14285714285714285
SONAMUKHI PH,0.14285714285714285
SONARDIH,0.14285714285714285
ST. THOMAS MOUNT,0.14285714285714285
SUBRAHMANYA ROAD,0.14285714285714285
TALCHER,0.14285714285714285
TELTA,0.14285714285714285
THAKURNAGAR,0.14285714285714285
ANKLESHWAR JN.,0.14285714285714285
ANUPPUR JN.,0.14285714285714285
MAGRAHAT,0.14285714285714285
DINHATA,0.14285714285714285
DOMBIVLI CTL,0.14285714285714285
DUMDUM CANTONMENT,0.14285714285714285
DURGAPUR,0.14285714285714285
CUDDALORE PORT JN.,0.14285714285714285
DAHEJ,0.14285714285714285
WADSA,0.14285714285714285
WARASEONI,0.14285714285714285
DAURAM MADHEPURA,0.14285714285714285
ACHHNERA JN.,0.14285714285714285
CHANDIA ROAD,0.14285714285714285
CHANDRAPURA JN.,0.14285714285714285
CHANNA PATNA,0.14285714285714285
CHEMBUR,0.14285714285714285
CHERVATTUR,0.14285714285714285
UMBERGAON ROAD,0.14285714285714285
JAJPUR KEONJHAR ROAD,0.14285714285714285
JAKLAIR,0.14285714285714285
JANGAON,0.14285714285714285
JANGIPUR ROAD,0.14285714285714285
JIRIBAM,0.14285714285714285
